Starting training....
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 3
   \\   /|    Num examples = 186 | Num Epochs = 10 | Total steps = 460
O^O/ \_/ \    Batch size per device = 1 | Gradient accumulation steps = 4
\        /    Data Parallel GPUs = 1 | Total batch size (1 x 4 x 1) = 4
 "-____-"     Trainable parameters = 24,313,856/3,000,000,000 (0.81% trained)
  2%|██▋                                                                                                                           | 10/460 [01:11<45:04,  6.01s/it]Unsloth: Not an error, but LlamaForCausalLM does not accept `num_items_in_batch`.
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 0.0353, 'grad_norm': 0.17246904969215393, 'learning_rate': 1.1780219780219781e-05, 'epoch': 4.11}
{'loss': 0.0546, 'grad_norm': 0.20401445031166077, 'learning_rate': 1.1736263736263738e-05, 'epoch': 4.13}
{'loss': 0.0537, 'grad_norm': 0.17936506867408752, 'learning_rate': 1.1692307692307694e-05, 'epoch': 4.15}
{'loss': 0.0406, 'grad_norm': 0.16382357478141785, 'learning_rate': 1.164835164835165e-05, 'epoch': 4.17}
{'loss': 0.0336, 'grad_norm': 0.17424143850803375, 'learning_rate': 1.1604395604395606e-05, 'epoch': 4.19}
{'loss': 0.0541, 'grad_norm': 0.2557256817817688, 'learning_rate': 1.156043956043956e-05, 'epoch': 4.22}
{'loss': 0.1524, 'grad_norm': 0.8909856677055359, 'learning_rate': 1.1516483516483516e-05, 'epoch': 4.24}
{'loss': 0.0488, 'grad_norm': 0.19765233993530273, 'learning_rate': 1.1472527472527473e-05, 'epoch': 4.26}
{'eval_loss': 0.13674743473529816, 'eval_runtime': 18.739, 'eval_samples_per_second': 1.761, 'eval_steps_per_second': 1.761, 'epoch': 4.26}
{'loss': 0.0558, 'grad_norm': 0.18070054054260254, 'learning_rate': 1.1428571428571429e-05, 'epoch': 4.28}
{'loss': 0.0243, 'grad_norm': 0.17388956248760223, 'learning_rate': 1.1384615384615385e-05, 'epoch': 4.3}
{'loss': 0.1126, 'grad_norm': 0.7916436791419983, 'learning_rate': 1.134065934065934e-05, 'epoch': 4.32}
{'loss': 0.0342, 'grad_norm': 0.1292169690132141, 'learning_rate': 1.1296703296703298e-05, 'epoch': 4.34}
{'loss': 0.0633, 'grad_norm': 0.15901459753513336, 'learning_rate': 1.1252747252747254e-05, 'epoch': 4.37}
{'loss': 0.0321, 'grad_norm': 0.15576550364494324, 'learning_rate': 1.120879120879121e-05, 'epoch': 4.39}
{'loss': 0.0766, 'grad_norm': 0.5015307068824768, 'learning_rate': 1.1164835164835165e-05, 'epoch': 4.41}
{'loss': 0.0621, 'grad_norm': 0.26061081886291504, 'learning_rate': 1.1120879120879123e-05, 'epoch': 4.43}
{'loss': 0.173, 'grad_norm': 1.1885204315185547, 'learning_rate': 1.1076923076923079e-05, 'epoch': 4.45}
{'loss': 0.0377, 'grad_norm': 0.21216654777526855, 'learning_rate': 1.1032967032967035e-05, 'epoch': 4.47}
{'eval_loss': 0.1316053420305252, 'eval_runtime': 18.6781, 'eval_samples_per_second': 1.767, 'eval_steps_per_second': 1.767, 'epoch': 4.47}
{'loss': 0.0346, 'grad_norm': 0.16752877831459045, 'learning_rate': 1.098901098901099e-05, 'epoch': 4.49}
{'loss': 0.0238, 'grad_norm': 0.17698132991790771, 'learning_rate': 1.0945054945054948e-05, 'epoch': 4.52}
{'loss': 0.0374, 'grad_norm': 0.18976391851902008, 'learning_rate': 1.09010989010989e-05, 'epoch': 4.54}
{'loss': 0.0595, 'grad_norm': 0.20459924638271332, 'learning_rate': 1.0857142857142858e-05, 'epoch': 4.56}
{'loss': 0.0276, 'grad_norm': 0.22380632162094116, 'learning_rate': 1.0813186813186814e-05, 'epoch': 4.58}
{'loss': 0.5295, 'grad_norm': 2.076561450958252, 'learning_rate': 1.076923076923077e-05, 'epoch': 4.6}
{'loss': 0.0449, 'grad_norm': 0.19530822336673737, 'learning_rate': 1.0725274725274725e-05, 'epoch': 4.62}
{'loss': 0.0351, 'grad_norm': 0.19028164446353912, 'learning_rate': 1.0681318681318683e-05, 'epoch': 4.65}
{'loss': 0.0251, 'grad_norm': 0.13813623785972595, 'learning_rate': 1.0637362637362638e-05, 'epoch': 4.67}
{'loss': 0.0537, 'grad_norm': 0.21692456305027008, 'learning_rate': 1.0593406593406594e-05, 'epoch': 4.69}
{'eval_loss': 0.12384079396724701, 'eval_runtime': 20.2572, 'eval_samples_per_second': 1.629, 'eval_steps_per_second': 1.629, 'epoch': 4.69}
{'loss': 0.0246, 'grad_norm': 0.12418719381093979, 'learning_rate': 1.054945054945055e-05, 'epoch': 4.71}
{'loss': 0.0373, 'grad_norm': 0.23895105719566345, 'learning_rate': 1.0505494505494507e-05, 'epoch': 4.73}
{'loss': 0.0443, 'grad_norm': 0.3323095142841339, 'learning_rate': 1.0461538461538463e-05, 'epoch': 4.75}
{'loss': 0.0376, 'grad_norm': 0.16496621072292328, 'learning_rate': 1.0417582417582419e-05, 'epoch': 4.77}
{'loss': 0.0519, 'grad_norm': 0.14366593956947327, 'learning_rate': 1.0373626373626375e-05, 'epoch': 4.8}
{'loss': 0.0391, 'grad_norm': 0.25431928038597107, 'learning_rate': 1.0329670329670332e-05, 'epoch': 4.82}
{'loss': 0.0726, 'grad_norm': 0.21526508033275604, 'learning_rate': 1.0285714285714285e-05, 'epoch': 4.84}
{'loss': 0.0452, 'grad_norm': 0.1290683150291443, 'learning_rate': 1.0241758241758242e-05, 'epoch': 4.86}
{'loss': 0.0314, 'grad_norm': 0.1268918812274933, 'learning_rate': 1.0197802197802198e-05, 'epoch': 4.88}
{'loss': 0.0441, 'grad_norm': 0.2473304122686386, 'learning_rate': 1.0153846153846154e-05, 'epoch': 4.9}
{'eval_loss': 0.11834541708230972, 'eval_runtime': 20.9086, 'eval_samples_per_second': 1.578, 'eval_steps_per_second': 1.578, 'epoch': 4.9}
{'loss': 0.0344, 'grad_norm': 0.15725794434547424, 'learning_rate': 1.010989010989011e-05, 'epoch': 4.92}
{'loss': 0.0599, 'grad_norm': 0.18707354366779327, 'learning_rate': 1.0065934065934067e-05, 'epoch': 4.95}
{'loss': 0.129, 'grad_norm': 0.8461719155311584, 'learning_rate': 1.0021978021978023e-05, 'epoch': 4.97}
{'loss': 0.0263, 'grad_norm': 0.1302216649055481, 'learning_rate': 9.978021978021979e-06, 'epoch': 4.99}
{'loss': 0.0457, 'grad_norm': 0.21738401055335999, 'learning_rate': 9.934065934065935e-06, 'epoch': 5.0}
{'loss': 0.0272, 'grad_norm': 0.1587056964635849, 'learning_rate': 9.890109890109892e-06, 'epoch': 5.02}
{'loss': 0.0286, 'grad_norm': 0.14560392498970032, 'learning_rate': 9.846153846153848e-06, 'epoch': 5.04}
{'loss': 0.0383, 'grad_norm': 0.17015936970710754, 'learning_rate': 9.802197802197802e-06, 'epoch': 5.06}
{'loss': 0.0683, 'grad_norm': 0.25693875551223755, 'learning_rate': 9.75824175824176e-06, 'epoch': 5.09}
{'loss': 0.0444, 'grad_norm': 0.20505663752555847, 'learning_rate': 9.714285714285715e-06, 'epoch': 5.11}
{'eval_loss': 0.11587229371070862, 'eval_runtime': 19.5589, 'eval_samples_per_second': 1.687, 'eval_steps_per_second': 1.687, 'epoch': 5.11}
{'loss': 0.0381, 'grad_norm': 0.1634063720703125, 'learning_rate': 9.670329670329671e-06, 'epoch': 5.13}
{'loss': 0.0565, 'grad_norm': 0.3328397870063782, 'learning_rate': 9.626373626373627e-06, 'epoch': 5.15}
{'loss': 0.0398, 'grad_norm': 0.18750262260437012, 'learning_rate': 9.582417582417584e-06, 'epoch': 5.17}
{'loss': 0.0136, 'grad_norm': 0.12474921345710754, 'learning_rate': 9.53846153846154e-06, 'epoch': 5.19}
{'loss': 0.0307, 'grad_norm': 0.15504208207130432, 'learning_rate': 9.494505494505494e-06, 'epoch': 5.22}
{'loss': 0.0731, 'grad_norm': 0.22590088844299316, 'learning_rate': 9.450549450549452e-06, 'epoch': 5.24}
{'loss': 0.0642, 'grad_norm': 0.5453168749809265, 'learning_rate': 9.406593406593407e-06, 'epoch': 5.26}
{'loss': 0.0514, 'grad_norm': 0.17720499634742737, 'learning_rate': 9.362637362637363e-06, 'epoch': 5.28}
{'loss': 0.0237, 'grad_norm': 0.15882237255573273, 'learning_rate': 9.318681318681319e-06, 'epoch': 5.3}
{'loss': 0.0443, 'grad_norm': 0.19097882509231567, 'learning_rate': 9.274725274725277e-06, 'epoch': 5.32}
{'eval_loss': 0.11436410248279572, 'eval_runtime': 19.998, 'eval_samples_per_second': 1.65, 'eval_steps_per_second': 1.65, 'epoch': 5.32}
{'loss': 0.0171, 'grad_norm': 0.14825159311294556, 'learning_rate': 9.230769230769232e-06, 'epoch': 5.34}
{'loss': 0.0267, 'grad_norm': 0.15825368463993073, 'learning_rate': 9.186813186813186e-06, 'epoch': 5.37}
{'loss': 0.0292, 'grad_norm': 0.13277725875377655, 'learning_rate': 9.142857142857144e-06, 'epoch': 5.39}
{'loss': 0.0404, 'grad_norm': 0.1709330677986145, 'learning_rate': 9.0989010989011e-06, 'epoch': 5.41}
{'loss': 0.071, 'grad_norm': 0.2584547996520996, 'learning_rate': 9.054945054945055e-06, 'epoch': 5.43}
{'loss': 0.0392, 'grad_norm': 0.24722346663475037, 'learning_rate': 9.010989010989011e-06, 'epoch': 5.45}
{'loss': 0.073, 'grad_norm': 0.17777837812900543, 'learning_rate': 8.967032967032969e-06, 'epoch': 5.47}
{'loss': 0.07, 'grad_norm': 0.46744054555892944, 'learning_rate': 8.923076923076925e-06, 'epoch': 5.49}
{'loss': 0.1158, 'grad_norm': 0.677570104598999, 'learning_rate': 8.879120879120879e-06, 'epoch': 5.52}
{'loss': 0.0358, 'grad_norm': 0.17527559399604797, 'learning_rate': 8.835164835164836e-06, 'epoch': 5.54}
{'eval_loss': 0.11340846866369247, 'eval_runtime': 19.3197, 'eval_samples_per_second': 1.708, 'eval_steps_per_second': 1.708, 'epoch': 5.54}
{'loss': 0.0486, 'grad_norm': 0.25036078691482544, 'learning_rate': 8.791208791208792e-06, 'epoch': 5.56}
{'loss': 0.0425, 'grad_norm': 0.1605217158794403, 'learning_rate': 8.747252747252748e-06, 'epoch': 5.58}
{'loss': 0.0572, 'grad_norm': 0.19419430196285248, 'learning_rate': 8.703296703296704e-06, 'epoch': 5.6}
{'loss': 0.1104, 'grad_norm': 0.8312307596206665, 'learning_rate': 8.659340659340661e-06, 'epoch': 5.62}
{'loss': 0.0635, 'grad_norm': 0.17298850417137146, 'learning_rate': 8.615384615384617e-06, 'epoch': 5.65}
{'loss': 0.0465, 'grad_norm': 0.18630239367485046, 'learning_rate': 8.571428571428571e-06, 'epoch': 5.67}
{'loss': 0.0579, 'grad_norm': 0.5819783806800842, 'learning_rate': 8.527472527472528e-06, 'epoch': 5.69}
{'loss': 0.0626, 'grad_norm': 0.20812702178955078, 'learning_rate': 8.483516483516484e-06, 'epoch': 5.71}
{'loss': 0.048, 'grad_norm': 0.18540780246257782, 'learning_rate': 8.43956043956044e-06, 'epoch': 5.73}
{'loss': 0.0218, 'grad_norm': 0.16325722634792328, 'learning_rate': 8.395604395604396e-06, 'epoch': 5.75}
{'eval_loss': 0.11118439584970474, 'eval_runtime': 18.8321, 'eval_samples_per_second': 1.752, 'eval_steps_per_second': 1.752, 'epoch': 5.75}
{'loss': 0.0391, 'grad_norm': 0.17247863113880157, 'learning_rate': 8.351648351648353e-06, 'epoch': 5.77}
{'loss': 0.0387, 'grad_norm': 0.16534599661827087, 'learning_rate': 8.307692307692309e-06, 'epoch': 5.8}
{'loss': 0.0323, 'grad_norm': 0.23107749223709106, 'learning_rate': 8.263736263736263e-06, 'epoch': 5.82}
{'loss': 0.017, 'grad_norm': 0.14762037992477417, 'learning_rate': 8.21978021978022e-06, 'epoch': 5.84}
{'loss': 0.0231, 'grad_norm': 0.196079820394516, 'learning_rate': 8.175824175824176e-06, 'epoch': 5.86}
{'loss': 0.0406, 'grad_norm': 0.1914193034172058, 'learning_rate': 8.131868131868132e-06, 'epoch': 5.88}
{'loss': 0.027, 'grad_norm': 0.1449073702096939, 'learning_rate': 8.087912087912088e-06, 'epoch': 5.9}
{'loss': 0.0506, 'grad_norm': 0.2086305171251297, 'learning_rate': 8.043956043956046e-06, 'epoch': 5.92}
{'loss': 0.4, 'grad_norm': 1.977344036102295, 'learning_rate': 8.000000000000001e-06, 'epoch': 5.95}
{'loss': 0.0397, 'grad_norm': 0.20831550657749176, 'learning_rate': 7.956043956043955e-06, 'epoch': 5.97}
{'eval_loss': 0.10850097984075546, 'eval_runtime': 20.2461, 'eval_samples_per_second': 1.63, 'eval_steps_per_second': 1.63, 'epoch': 5.97}
{'loss': 0.0374, 'grad_norm': 0.22187718749046326, 'learning_rate': 7.912087912087913e-06, 'epoch': 5.99}
{'loss': 0.0555, 'grad_norm': 1.0242159366607666, 'learning_rate': 7.868131868131869e-06, 'epoch': 6.0}
{'loss': 0.0287, 'grad_norm': 0.11107330769300461, 'learning_rate': 7.824175824175825e-06, 'epoch': 6.02}
{'loss': 0.0582, 'grad_norm': 0.47773030400276184, 'learning_rate': 7.78021978021978e-06, 'epoch': 6.04}
{'loss': 0.0225, 'grad_norm': 0.1487276256084442, 'learning_rate': 7.736263736263738e-06, 'epoch': 6.06}
{'loss': 0.0212, 'grad_norm': 0.11317060887813568, 'learning_rate': 7.692307692307694e-06, 'epoch': 6.09}
{'loss': 0.0612, 'grad_norm': 0.2697853147983551, 'learning_rate': 7.648351648351648e-06, 'epoch': 6.11}
{'loss': 0.0173, 'grad_norm': 0.1527416706085205, 'learning_rate': 7.604395604395604e-06, 'epoch': 6.13}
{'loss': 0.0422, 'grad_norm': 0.1767280101776123, 'learning_rate': 7.560439560439561e-06, 'epoch': 6.15}
{'loss': 0.0301, 'grad_norm': 0.16948364675045013, 'learning_rate': 7.516483516483517e-06, 'epoch': 6.17}
{'eval_loss': 0.10379979759454727, 'eval_runtime': 19.2552, 'eval_samples_per_second': 1.714, 'eval_steps_per_second': 1.714, 'epoch': 6.17}
{'loss': 0.0399, 'grad_norm': 0.23288381099700928, 'learning_rate': 7.472527472527473e-06, 'epoch': 6.19}
{'loss': 0.0402, 'grad_norm': 0.25997889041900635, 'learning_rate': 7.428571428571429e-06, 'epoch': 6.22}
{'loss': 0.033, 'grad_norm': 0.2155621498823166, 'learning_rate': 7.384615384615386e-06, 'epoch': 6.24}
{'loss': 0.0409, 'grad_norm': 0.1942475587129593, 'learning_rate': 7.340659340659341e-06, 'epoch': 6.26}
{'loss': 0.0717, 'grad_norm': 0.24035002291202545, 'learning_rate': 7.296703296703297e-06, 'epoch': 6.28}
{'loss': 0.074, 'grad_norm': 0.5494089722633362, 'learning_rate': 7.252747252747253e-06, 'epoch': 6.3}
{'loss': 0.0175, 'grad_norm': 0.15763144195079803, 'learning_rate': 7.208791208791209e-06, 'epoch': 6.32}
{'loss': 0.0824, 'grad_norm': 0.20348738133907318, 'learning_rate': 7.164835164835166e-06, 'epoch': 6.34}
{'loss': 0.0605, 'grad_norm': 0.34385883808135986, 'learning_rate': 7.1208791208791215e-06, 'epoch': 6.37}
{'loss': 0.0653, 'grad_norm': 0.20540474355220795, 'learning_rate': 7.076923076923078e-06, 'epoch': 6.39}
{'eval_loss': 0.10173318535089493, 'eval_runtime': 18.8742, 'eval_samples_per_second': 1.748, 'eval_steps_per_second': 1.748, 'epoch': 6.39}
{'loss': 0.3416, 'grad_norm': 1.5433359146118164, 'learning_rate': 7.032967032967034e-06, 'epoch': 6.41}
{'loss': 0.0331, 'grad_norm': 0.19124534726142883, 'learning_rate': 6.989010989010989e-06, 'epoch': 6.43}
{'loss': 0.0165, 'grad_norm': 0.14733348786830902, 'learning_rate': 6.9450549450549455e-06, 'epoch': 6.45}
{'loss': 0.0512, 'grad_norm': 0.27521035075187683, 'learning_rate': 6.901098901098901e-06, 'epoch': 6.47}
{'loss': 0.027, 'grad_norm': 0.17864498496055603, 'learning_rate': 6.857142857142858e-06, 'epoch': 6.49}
{'loss': 0.0555, 'grad_norm': 0.2008308619260788, 'learning_rate': 6.813186813186814e-06, 'epoch': 6.52}
{'loss': 0.0406, 'grad_norm': 0.16876113414764404, 'learning_rate': 6.76923076923077e-06, 'epoch': 6.54}
{'loss': 0.0298, 'grad_norm': 0.16223685443401337, 'learning_rate': 6.725274725274726e-06, 'epoch': 6.56}
{'loss': 0.0406, 'grad_norm': 0.17646899819374084, 'learning_rate': 6.681318681318681e-06, 'epoch': 6.58}
{'loss': 0.0208, 'grad_norm': 0.12621870636940002, 'learning_rate': 6.637362637362638e-06, 'epoch': 6.6}
{'eval_loss': 0.09688036888837814, 'eval_runtime': 20.2921, 'eval_samples_per_second': 1.626, 'eval_steps_per_second': 1.626, 'epoch': 6.6}
{'loss': 0.037, 'grad_norm': 0.18659071624279022, 'learning_rate': 6.5934065934065935e-06, 'epoch': 6.62}
{'loss': 0.0412, 'grad_norm': 0.2119501382112503, 'learning_rate': 6.54945054945055e-06, 'epoch': 6.65}
{'loss': 0.0388, 'grad_norm': 0.17970767617225647, 'learning_rate': 6.505494505494506e-06, 'epoch': 6.67}
{'loss': 0.0385, 'grad_norm': 0.14736010134220123, 'learning_rate': 6.461538461538463e-06, 'epoch': 6.69}
{'loss': 0.0302, 'grad_norm': 0.19333384931087494, 'learning_rate': 6.417582417582418e-06, 'epoch': 6.71}
{'loss': 0.039, 'grad_norm': 0.2350664585828781, 'learning_rate': 6.373626373626373e-06, 'epoch': 6.73}
{'loss': 0.0696, 'grad_norm': 0.6357280611991882, 'learning_rate': 6.32967032967033e-06, 'epoch': 6.75}
{'loss': 0.0389, 'grad_norm': 0.15971443057060242, 'learning_rate': 6.285714285714286e-06, 'epoch': 6.77}
{'loss': 0.0485, 'grad_norm': 0.215865358710289, 'learning_rate': 6.2417582417582424e-06, 'epoch': 6.8}
{'loss': 0.0261, 'grad_norm': 0.17532023787498474, 'learning_rate': 6.197802197802198e-06, 'epoch': 6.82}
{'eval_loss': 0.09493262320756912, 'eval_runtime': 18.8385, 'eval_samples_per_second': 1.752, 'eval_steps_per_second': 1.752, 'epoch': 6.82}
{'loss': 0.0204, 'grad_norm': 0.127106711268425, 'learning_rate': 6.153846153846155e-06, 'epoch': 6.84}
{'loss': 0.0544, 'grad_norm': 0.1789882779121399, 'learning_rate': 6.109890109890111e-06, 'epoch': 6.86}
{'loss': 0.0229, 'grad_norm': 0.22309008240699768, 'learning_rate': 6.065934065934066e-06, 'epoch': 6.88}
{'loss': 0.0425, 'grad_norm': 0.17169825732707977, 'learning_rate': 6.021978021978022e-06, 'epoch': 6.9}
{'loss': 0.0422, 'grad_norm': 0.14845514297485352, 'learning_rate': 5.978021978021978e-06, 'epoch': 6.92}
{'loss': 0.0346, 'grad_norm': 0.2263854295015335, 'learning_rate': 5.934065934065935e-06, 'epoch': 6.95}
{'loss': 0.0576, 'grad_norm': 0.2689152956008911, 'learning_rate': 5.8901098901098905e-06, 'epoch': 6.97}
{'loss': 0.0485, 'grad_norm': 0.22457927465438843, 'learning_rate': 5.846153846153847e-06, 'epoch': 6.99}
{'loss': 0.0837, 'grad_norm': 0.8984621167182922, 'learning_rate': 5.802197802197803e-06, 'epoch': 7.0}
{'loss': 0.0287, 'grad_norm': 0.16889411211013794, 'learning_rate': 5.758241758241758e-06, 'epoch': 7.02}
{'eval_loss': 0.09449887275695801, 'eval_runtime': 20.029, 'eval_samples_per_second': 1.648, 'eval_steps_per_second': 1.648, 'epoch': 7.02}
{'loss': 0.0413, 'grad_norm': 0.143008291721344, 'learning_rate': 5.7142857142857145e-06, 'epoch': 7.04}
{'loss': 0.0191, 'grad_norm': 0.13486774265766144, 'learning_rate': 5.67032967032967e-06, 'epoch': 7.06}
{'loss': 0.0488, 'grad_norm': 0.18101269006729126, 'learning_rate': 5.626373626373627e-06, 'epoch': 7.09}
{'loss': 0.0232, 'grad_norm': 0.1602824479341507, 'learning_rate': 5.582417582417583e-06, 'epoch': 7.11}
{'loss': 0.0314, 'grad_norm': 0.20086699724197388, 'learning_rate': 5.538461538461539e-06, 'epoch': 7.13}
{'loss': 0.0353, 'grad_norm': 0.24490733444690704, 'learning_rate': 5.494505494505495e-06, 'epoch': 7.15}
{'loss': 0.0423, 'grad_norm': 0.18147289752960205, 'learning_rate': 5.45054945054945e-06, 'epoch': 7.17}
{'loss': 0.0281, 'grad_norm': 0.1350012570619583, 'learning_rate': 5.406593406593407e-06, 'epoch': 7.19}
{'loss': 0.0322, 'grad_norm': 0.20055341720581055, 'learning_rate': 5.3626373626373626e-06, 'epoch': 7.22}
{'loss': 0.0633, 'grad_norm': 0.21987828612327576, 'learning_rate': 5.318681318681319e-06, 'epoch': 7.24}
{'eval_loss': 0.09393424540758133, 'eval_runtime': 18.621, 'eval_samples_per_second': 1.772, 'eval_steps_per_second': 1.772, 'epoch': 7.24}
{'loss': 0.0386, 'grad_norm': 0.2859465181827545, 'learning_rate': 5.274725274725275e-06, 'epoch': 7.26}
{'loss': 0.044, 'grad_norm': 0.16358189284801483, 'learning_rate': 5.230769230769232e-06, 'epoch': 7.28}
{'loss': 0.0314, 'grad_norm': 0.16700676083564758, 'learning_rate': 5.1868131868131874e-06, 'epoch': 7.3}
{'loss': 0.0325, 'grad_norm': 0.14779983460903168, 'learning_rate': 5.142857142857142e-06, 'epoch': 7.32}
{'loss': 0.0452, 'grad_norm': 0.14301393926143646, 'learning_rate': 5.098901098901099e-06, 'epoch': 7.34}
{'loss': 0.0394, 'grad_norm': 0.3527575433254242, 'learning_rate': 5.054945054945055e-06, 'epoch': 7.37}
{'loss': 0.0494, 'grad_norm': 0.28450703620910645, 'learning_rate': 5.0109890109890115e-06, 'epoch': 7.39}
{'loss': 0.0421, 'grad_norm': 0.21769575774669647, 'learning_rate': 4.967032967032967e-06, 'epoch': 7.41}
{'loss': 0.0291, 'grad_norm': 0.18054009974002838, 'learning_rate': 4.923076923076924e-06, 'epoch': 7.43}
{'loss': 0.0584, 'grad_norm': 0.4234250783920288, 'learning_rate': 4.87912087912088e-06, 'epoch': 7.45}
{'eval_loss': 0.09376432746648788, 'eval_runtime': 18.9688, 'eval_samples_per_second': 1.74, 'eval_steps_per_second': 1.74, 'epoch': 7.45}
{'loss': 0.0218, 'grad_norm': 0.13643720746040344, 'learning_rate': 4.8351648351648355e-06, 'epoch': 7.47}
{'loss': 0.0886, 'grad_norm': 0.27821987867355347, 'learning_rate': 4.791208791208792e-06, 'epoch': 7.49}
{'loss': 0.0345, 'grad_norm': 0.22918526828289032, 'learning_rate': 4.747252747252747e-06, 'epoch': 7.52}
{'loss': 0.0464, 'grad_norm': 0.18712550401687622, 'learning_rate': 4.703296703296704e-06, 'epoch': 7.54}
{'loss': 0.036, 'grad_norm': 0.18671444058418274, 'learning_rate': 4.6593406593406595e-06, 'epoch': 7.56}
{'loss': 0.0258, 'grad_norm': 0.16756129264831543, 'learning_rate': 4.615384615384616e-06, 'epoch': 7.58}
{'loss': 0.0655, 'grad_norm': 0.32362672686576843, 'learning_rate': 4.571428571428572e-06, 'epoch': 7.6}
{'loss': 0.0368, 'grad_norm': 0.19625027477741241, 'learning_rate': 4.527472527472528e-06, 'epoch': 7.62}
{'loss': 0.0385, 'grad_norm': 0.24088649451732635, 'learning_rate': 4.483516483516484e-06, 'epoch': 7.65}
{'loss': 0.0412, 'grad_norm': 0.15995636582374573, 'learning_rate': 4.439560439560439e-06, 'epoch': 7.67}
{'eval_loss': 0.09355038404464722, 'eval_runtime': 19.3148, 'eval_samples_per_second': 1.709, 'eval_steps_per_second': 1.709, 'epoch': 7.67}
{'loss': 0.0738, 'grad_norm': 0.591114342212677, 'learning_rate': 4.395604395604396e-06, 'epoch': 7.69}
{'loss': 0.047, 'grad_norm': 0.15834003686904907, 'learning_rate': 4.351648351648352e-06, 'epoch': 7.71}
{'loss': 0.0491, 'grad_norm': 0.14826060831546783, 'learning_rate': 4.307692307692308e-06, 'epoch': 7.73}
{'loss': 0.0248, 'grad_norm': 0.1551448404788971, 'learning_rate': 4.263736263736264e-06, 'epoch': 7.75}
{'loss': 0.0146, 'grad_norm': 0.12488701194524765, 'learning_rate': 4.21978021978022e-06, 'epoch': 7.77}
{'loss': 0.0223, 'grad_norm': 0.20909377932548523, 'learning_rate': 4.175824175824177e-06, 'epoch': 7.8}
{'loss': 0.0194, 'grad_norm': 0.1701604723930359, 'learning_rate': 4.131868131868132e-06, 'epoch': 7.82}
{'loss': 0.0601, 'grad_norm': 0.2820044457912445, 'learning_rate': 4.087912087912088e-06, 'epoch': 7.84}
{'loss': 0.2812, 'grad_norm': 1.3426287174224854, 'learning_rate': 4.043956043956044e-06, 'epoch': 7.86}
{'loss': 0.0218, 'grad_norm': 0.1473539173603058, 'learning_rate': 4.000000000000001e-06, 'epoch': 7.88}
{'eval_loss': 0.0921563133597374, 'eval_runtime': 19.9021, 'eval_samples_per_second': 1.658, 'eval_steps_per_second': 1.658, 'epoch': 7.88}
{'loss': 0.0499, 'grad_norm': 0.1884765625, 'learning_rate': 3.9560439560439565e-06, 'epoch': 7.9}
{'loss': 0.0198, 'grad_norm': 0.1331498622894287, 'learning_rate': 3.912087912087912e-06, 'epoch': 7.92}
{'loss': 0.0306, 'grad_norm': 0.24206094443798065, 'learning_rate': 3.868131868131869e-06, 'epoch': 7.95}
{'loss': 0.0504, 'grad_norm': 0.15561485290527344, 'learning_rate': 3.824175824175824e-06, 'epoch': 7.97}
{'loss': 0.0475, 'grad_norm': 0.20025916397571564, 'learning_rate': 3.7802197802197805e-06, 'epoch': 7.99}
{'loss': 0.0187, 'grad_norm': 0.2613167464733124, 'learning_rate': 3.7362637362637367e-06, 'epoch': 8.0}
{'loss': 0.0253, 'grad_norm': 0.14772409200668335, 'learning_rate': 3.692307692307693e-06, 'epoch': 8.02}
{'loss': 0.0232, 'grad_norm': 0.14834697544574738, 'learning_rate': 3.6483516483516483e-06, 'epoch': 8.04}
{'loss': 0.1039, 'grad_norm': 0.4533716142177582, 'learning_rate': 3.6043956043956045e-06, 'epoch': 8.06}
{'loss': 0.0375, 'grad_norm': 0.14980803430080414, 'learning_rate': 3.5604395604395607e-06, 'epoch': 8.09}
{'eval_loss': 0.09026999026536942, 'eval_runtime': 20.0349, 'eval_samples_per_second': 1.647, 'eval_steps_per_second': 1.647, 'epoch': 8.09}
{'loss': 0.0477, 'grad_norm': 0.20400798320770264, 'learning_rate': 3.516483516483517e-06, 'epoch': 8.11}
{'loss': 0.0478, 'grad_norm': 0.18611367046833038, 'learning_rate': 3.4725274725274727e-06, 'epoch': 8.13}
{'loss': 0.0264, 'grad_norm': 0.16036789119243622, 'learning_rate': 3.428571428571429e-06, 'epoch': 8.15}
{'loss': 0.0214, 'grad_norm': 0.17628775537014008, 'learning_rate': 3.384615384615385e-06, 'epoch': 8.17}
{'loss': 0.0134, 'grad_norm': 0.10987427830696106, 'learning_rate': 3.3406593406593406e-06, 'epoch': 8.19}
{'loss': 0.0486, 'grad_norm': 0.21788389980793, 'learning_rate': 3.2967032967032968e-06, 'epoch': 8.22}
{'loss': 0.0222, 'grad_norm': 0.15392884612083435, 'learning_rate': 3.252747252747253e-06, 'epoch': 8.24}
{'loss': 0.049, 'grad_norm': 0.2023279219865799, 'learning_rate': 3.208791208791209e-06, 'epoch': 8.26}
{'loss': 0.0328, 'grad_norm': 0.21689027547836304, 'learning_rate': 3.164835164835165e-06, 'epoch': 8.28}
{'loss': 0.0698, 'grad_norm': 0.45923811197280884, 'learning_rate': 3.1208791208791212e-06, 'epoch': 8.3}
{'eval_loss': 0.08977097272872925, 'eval_runtime': 19.207, 'eval_samples_per_second': 1.718, 'eval_steps_per_second': 1.718, 'epoch': 8.3}
