"Relative Time (Process)","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts__MAX"
"3331.230224529","49.249","49.249","49.249","41.189","41.189","41.189","89.567","89.567","89.567","133.188","133.188","133.188"
"3346.148282807","43.732","43.732","43.732","41.286","41.286","41.286","88.065","88.065","88.065","185.67","185.67","185.67"
"3361.20823523","36.459","36.459","36.459","41.286","41.286","41.286","186.918","186.918","186.918","117.977","117.977","117.977"
"3376.281330639","35.463","35.463","35.463","36.252","36.252","36.252","185.33","185.33","185.33","103.635","103.635","103.635"
"3391.39699394","35.463","35.463","35.463","36.544","36.544","36.544","111.19","111.19","111.19","109.806","109.806","109.806"
"3406.548316067","38.822","38.822","38.822","41.179","41.179","41.179","191.223","191.223","191.223","196.221","196.221","196.221"
"3421.66491368","38.919","38.919","38.919","41.383","41.383","41.383","81.449","81.449","81.449","219.055","219.055","219.055"
"3436.774926395","38.919","38.919","38.919","41.276","41.276","41.276","177.645","177.645","177.645","148.248","148.248","148.248"
"3450.549931793","30.429","30.429","30.429","53.378","53.378","53.378","165.444","165.444","165.444","201.341","201.341","201.341"
"3466.846821676","36.354","36.354","36.354","41.276","41.276","41.276","191.692","191.692","191.692","135.576","135.576","135.576"
"3480.55681228","30.343","30.343","30.343","39.109","39.109","39.109","85.768","85.768","85.768","125.513","125.513","125.513"
"3495.5533765","30.745","30.745","30.745","53.365","53.365","53.365","214.339","214.339","214.339","210.909","210.909","210.909"
"3510.55644178","30.44","30.44","30.44","38.112","38.112","38.112","83.477","83.477","83.477","86.769","86.769","86.769"
"3525.553960921","30.44","30.44","30.44","38.209","38.209","38.209","200.34","200.34","200.34","178.737","178.737","178.737"
"3540.556837798","30.842","30.842","30.842","38.306","38.306","38.306","117.636","117.636","117.636","88.125","88.125","88.125"
"3555.548572311","37.034","37.034","37.034","38.309","38.309","38.309","189.813","189.813","189.813","206.286","206.286","206.286"
"3570.561818072","32.703","32.703","32.703","38.209","38.209","38.209","185.636","185.636","185.636","245.135","245.135","245.135"
"3585.550300927","30.538","30.538","30.538","38.318","38.318","38.318","130.411","130.411","130.411","172.466","172.466","172.466"
"3600.551908875","50.021","50.021","50.021","53.863","53.863","53.863","221.291","221.291","221.291","243.84","243.84","243.84"
"3615.551433175","50.325","50.325","50.325","53.171","53.171","53.171","82.424","82.424","82.424","146.07","146.07","146.07"
"3630.54506164","47.458","47.458","47.458","53.254","53.254","53.254","88.795","88.795","88.795","241.302","241.302","241.302"
"3645.545832237","49.341","49.341","49.341","53.669","53.669","53.669","159.191","159.191","159.191","91.761","91.761","91.761"
"3660.549162164","47.361","47.361","47.361","53.863","53.863","53.863","81.067","81.067","81.067","245.995","245.995","245.995"
"3675.582788962","38.821","38.821","38.821","39.499","39.499","39.499","203.859","203.859","203.859","168.31","168.31","168.31"
"3690.698890625","35.863","35.863","35.863","38.015","38.015","38.015","121.267","121.267","121.267","93.257","93.257","93.257"
"3705.682097778","49.244","49.244","49.244","53.38","53.38","53.38","116.067","116.067","116.067","145.68","145.68","145.68"
"3720.762702358","42.857","42.857","42.857","41.47","41.47","41.47","107.757","107.757","107.757","154.779","154.779","154.779"
"3735.835778611","35.766","35.766","35.766","38.209","38.209","38.209","139.147","139.147","139.147","133.914","133.914","133.914"
"3750.962962024","35.766","35.766","35.766","38.015","38.015","38.015","197.241","197.241","197.241","104.112","104.112","104.112"
"3766.003784626","45.794","45.794","45.794","46.673","46.673","46.673","178.33","178.33","178.33","191.127","191.127","191.127"
"3780.895441737","49.638","49.638","49.638","48.945","48.945","48.945","56.814","56.814","56.814","62.309","62.309","62.309"
"3795.89806557","36.159","36.159","36.159","38.209","38.209","38.209","90.066","90.066","90.066","136.95","136.95","136.95"
"3811.025060158","35.669","35.669","35.669","38.698","38.698","38.698","165.318","165.318","165.318","185.793","185.793","185.793"
"3825.931657615","35.669","35.669","35.669","38.015","38.015","38.015","86.167","86.167","86.167","148.93","148.93","148.93"
"3841.037397929","35.56","35.56","35.56","38.221","38.221","38.221","167.629","167.629","167.629","142.236","142.236","142.236"
"3856.158497483","35.669","35.669","35.669","41.079","41.079","41.079","196.395","196.395","196.395","128.758","128.758","128.758"
"3871.150955173","50.026","50.026","50.026","38.015","38.015","38.015","101.959","101.959","101.959","97.635","97.635","97.635"
"3886.397687641","35.669","35.669","35.669","41.069","41.069","41.069","138.707","138.707","138.707","223.855","223.855","223.855"
"3901.577256646","36.256","36.256","36.256","38.623","38.623","38.623","191.536","191.536","191.536","220.696","220.696","220.696"
"3916.626584566","38.821","38.821","38.821","41.179","41.179","41.179","147.992","147.992","147.992","204.233","204.233","204.233"
"3931.74255342","38.821","38.821","38.821","41.276","41.276","41.276","207.447","207.447","207.447","190.704","190.704","190.704"
"3946.7685991930002","35.974","35.974","35.974","36.835","36.835","36.835","123.964","123.964","123.964","144.675","144.675","144.675"
"3961.78764503","38.724","38.724","38.724","41.189","41.189","41.189","190.889","190.889","190.889","231.87","231.87","231.87"
"3976.802613831","35.876","35.876","35.876","36.945","36.945","36.945","204.959","204.959","204.959","237.75","237.75","237.75"
"3990.561527044","30.234","30.234","30.234","45.506","45.506","45.506","118.366","118.366","118.366","246.98","246.98","246.98"
"4005.55872415","30.538","30.538","30.538","38.015","38.015","38.015","138.946","138.946","138.946","248.636","248.636","248.636"
"4021.830013908","38.821","38.821","38.821","41.176","41.176","41.176","77.833","77.833","77.833","240.2","240.2","240.2"
"4036.867947653","35.974","35.974","35.974","36.349","36.349","36.349","181.294","181.294","181.294","136.268","136.268","136.268"
"4050.553315555","30.343","30.343","30.343","38.014","38.014","38.014","176.997","176.997","176.997","219.909","219.909","219.909"
"4065.555541832","30.331","30.331","30.331","38.014","38.014","38.014","129.955","129.955","129.955","183.443","183.443","183.443"
"4080.551357298","30.331","30.331","30.331","52.895","52.895","52.895","194.752","194.752","194.752","217.038","217.038","217.038"
"4095.555884099","42.857","42.857","42.857","50.622","50.622","50.622","178.508","178.508","178.508","233.807","233.807","233.807"
"4110.554478406","30.939","30.939","30.939","52.992","52.992","52.992","180.458","180.458","180.458","240.196","240.196","240.196"
"4125.555272978","30.331","30.331","30.331","43.525","43.525","43.525","185.271","185.271","185.271","111.43","111.43","111.43"
"4140.55557687","30.538","30.538","30.538","38.112","38.112","38.112","83.682","83.682","83.682","174.945","174.945","174.945"
"4155.554108239","30.636","30.636","30.636","50.719","50.719","50.719","182.809","182.809","182.809","210.76","210.76","210.76"
"4170.552670906","48.551","48.551","48.551","53.365","53.365","53.365","171.219","171.219","171.219","216.792","216.792","216.792"
"4185.556432973","30.538","30.538","30.538","38.209","38.209","38.209","145.044","145.044","145.044","82.938","82.938","82.938"
"4200.561447508","36.646","36.646","36.646","53.766","53.766","53.766","117.203","117.203","117.203","100.847","100.847","100.847"
"4215.551210104","33.699","33.699","33.699","49.638","49.638","49.638","223.091","223.091","223.091","101.852","101.852","101.852"
"4230.555615918","50.233","50.233","50.233","38.112","38.112","38.112","97.313","97.313","97.313","194.878","194.878","194.878"
"4245.5538824","38.53","38.53","38.53","43.136","43.136","43.136","221.758","221.758","221.758","94.777","94.777","94.777"
"4260.552599386","47.864","47.864","47.864","47.767","47.767","47.767","97.285","97.285","97.285","221.673","221.673","221.673"
"4275.558540449","32.119","32.119","32.119","53.961","53.961","53.961","128.979","128.979","128.979","155.443","155.443","155.443"
"4290.556484607","39.405","39.405","39.405","53.38","53.38","53.38","69.491","69.491","69.491","265.651","265.651","265.651"
"4305.549002479","35.551","35.551","35.551","51.009","51.009","51.009","245.346","245.346","245.346","175.349","175.349","175.349"
"4320.552227048","35.752","35.752","35.752","52.297","52.297","52.297","64.767","64.767","64.767","72.325","72.325","72.325"
"4335.545716472","35.766","35.766","35.766","51.217","51.217","51.217","125.241","125.241","125.241","247.538","247.538","247.538"
"4350.545364825","39.21","39.21","39.21","53.171","53.171","53.171","230.561","230.561","230.561","109.353","109.353","109.353"
"4365.548030426","50.629","50.629","50.629","39.705","39.705","39.705","77.336","77.336","77.336","210.543","210.543","210.543"
"4380.589387069","36.362","36.362","36.362","53.268","53.268","53.268","217.673","217.673","217.673","111.629","111.629","111.629"
"4395.549502591","40.791","40.791","40.791","45.603","45.603","45.603","160.166","160.166","160.166","116.093","116.093","116.093"
"4410.550708635","35.648","35.648","35.648","53.587","53.587","53.587","189.706","189.706","189.706","92.673","92.673","92.673"
"4425.548648424","35.758","35.758","35.758","53.186","53.186","53.186","150.524","150.524","150.524","165.156","165.156","165.156"
"4440.655463022","35.454","35.454","35.454","50.622","50.622","50.622","110.707","110.707","110.707","124.509","124.509","124.509"
"4455.712854704","35.758","35.758","35.758","53.475","53.475","53.475","118.52","118.52","118.52","171.131","171.131","171.131"
"4470.760387869","49.334","49.334","49.334","38.209","38.209","38.209","166.695","166.695","166.695","219.908","219.908","219.908"
"4485.941024767","39.113","39.113","39.113","53.074","53.074","53.074","186.439","186.439","186.439","187.403","187.403","187.403"
"4501.091266839","35.758","35.758","35.758","52.992","52.992","52.992","173.395","173.395","173.395","189.416","189.416","189.416"
"4516.209737273","35.463","35.463","35.463","38.015","38.015","38.015","104.879","104.879","104.879","177.036","177.036","177.036"
"4531.219959655","49.14","49.14","49.14","41.069","41.069","41.069","80.68","80.68","80.68","126.644","126.644","126.644"
"4546.285381955","35.56","35.56","35.56","45.797","45.797","45.797","197.735","197.735","197.735","87.727","87.727","87.727"
"4561.383501569","35.669","35.669","35.669","36.836","36.836","36.836","87.149","87.149","87.149","146.642","146.642","146.642"
"4576.38450927","38.821","38.821","38.821","37.528","37.528","37.528","56.814","56.814","56.814","68.312","68.312","68.312"
"4591.461956129","36.557","36.557","36.557","41.179","41.179","41.179","143.074","143.074","143.074","153.149","153.149","153.149"
"4606.434844873","42.65","42.65","42.65","40.581","40.581","40.581","209.97","209.97","209.97","130.772","130.772","130.772"
"4621.682263177","38.724","38.724","38.724","41.091","41.091","41.091","93.186","93.186","93.186","188.052","188.052","188.052"
"4636.627813497","36.451","36.451","36.451","41.179","41.179","41.179","204.16","204.16","204.16","110.061","110.061","110.061"
"4651.707510184","38.919","38.919","38.919","41.276","41.276","41.276","151.855","151.855","151.855","161.175","161.175","161.175"
"4666.7255102","34.089","34.089","34.089","39.012","39.012","39.012","84.58","84.58","84.58","106.111","106.111","106.111"
"4681.66427732","36.265","36.265","36.265","42.161","42.161","42.161","56.717","56.717","56.717","67.631","67.631","67.631"
"4696.803461897","38.919","38.919","38.919","36.836","36.836","36.836","180.242","180.242","180.242","197.776","197.776","197.776"
"4711.822658667","35.876","35.876","35.876","41.176","41.176","41.176","103.016","103.016","103.016","162.971","162.971","162.971"
"4726.82167743","39.016","39.016","39.016","37.528","37.528","37.528","187.508","187.508","187.508","102.058","102.058","102.058"
"4740.551759419","30.331","30.331","30.331","38.209","38.209","38.209","90.175","90.175","90.175","154.103","154.103","154.103"
"4755.555291585","30.647","30.647","30.647","48.653","48.653","48.653","157.493","157.493","157.493","131.06","131.06","131.06"
"4770.55543737","50.233","50.233","50.233","39.012","39.012","39.012","193.95","193.95","193.95","146.191","146.191","146.191"
"4785.554496629","49.638","49.638","49.638","38.415","38.415","38.415","152.771","152.771","152.771","182.287","182.287","182.287"
"4800.5510295","49.924","49.924","49.924","45.104","45.104","45.104","240.167","240.167","240.167","59.882","59.882","59.882"
"4815.557268391","43.144","43.144","43.144","53.171","53.171","53.171","219.413","219.413","219.413","87.931","87.931","87.931"
"4830.547638406","50.435","50.435","50.435","47.171","47.171","47.171","136.516","136.516","136.516","254.692","254.692","254.692"
"4845.546852475","35.551","35.551","35.551","46.382","46.382","46.382","124.529","124.529","124.529","137.944","137.944","137.944"
"4860.545353376","47.761","47.761","47.761","49.249","49.249","49.249","81.09","81.09","81.09","248.56","248.56","248.56"
"4875.54665015","47.864","47.864","47.864","39.304","39.304","39.304","87.523","87.523","87.523","189.11","189.11","189.11"
"4890.550689958","40.389","40.389","40.389","38.318","38.318","38.318","266.611","266.611","266.611","62.152","62.152","62.152"
"4905.552502479","35.965","35.965","35.965","38.209","38.209","38.209","108.106","108.106","108.106","105.632","105.632","105.632"
"4920.545103247","49.924","49.924","49.924","49.735","49.735","49.735","102.216","102.216","102.216","129.886","129.886","129.886"
"4935.592696745","37.727","37.727","37.727","47.657","47.657","47.657","110.116","110.116","110.116","103.695","103.695","103.695"
"4950.591812038","47.884","47.884","47.884","39.498","39.498","39.498","72.865","72.865","72.865","138.903","138.903","138.903"
"4965.672325718","35.767","35.767","35.767","39.012","39.012","39.012","174.179","174.179","174.179","227.499","227.499","227.499"
"4980.802835618","35.56","35.56","35.56","38.103","38.103","38.103","191.595","191.595","191.595","166.097","166.097","166.097"
"4995.775471078","49.827","49.827","49.827","52.188","52.188","52.188","173.495","173.495","173.495","102.939","102.939","102.939"
"5010.82187724","50.026","50.026","50.026","53.587","53.587","53.587","56.905","56.905","56.905","67.902","67.902","67.902"
"5025.963549382","43.927","43.927","43.927","38.015","38.015","38.015","142.042","142.042","142.042","198.394","198.394","198.394"
"5040.914882445","49.73","49.73","49.73","43.428","43.428","43.428","125.255","125.255","125.255","169.987","169.987","169.987"
"5056.032848203","49.638","49.638","49.638","42.054","42.054","42.054","189.191","189.191","189.191","139.625","139.625","139.625"
"5071.174391794","49.346","49.346","49.346","39.705","39.705","39.705","98.668","98.668","98.668","186.93","186.93","186.93"
"5086.34259707","37.736","37.736","37.736","37.528","37.528","37.528","132.082","132.082","132.082","103.04","103.04","103.04"
"5101.478500224","43.258","43.258","43.258","44.898","44.898","44.898","98.849","98.849","98.849","204.462","204.462","204.462"
"5116.441744543","35.961","35.961","35.961","40.689","40.689","40.689","109.265","109.265","109.265","188.749","188.749","188.749"
"5131.459502205","45.519","45.519","45.519","37.528","37.528","37.528","143.295","143.295","143.295","171.096","171.096","171.096"
"5146.489720482","36.459","36.459","36.459","41.079","41.079","41.079","87.245","87.245","87.245","104.228","104.228","104.228"
"5161.775272102","38.724","38.724","38.724","40.884","40.884","40.884","221.046","221.046","221.046","105.268","105.268","105.268"
"5176.762613918","35.965","35.965","35.965","38.818","38.818","38.818","86.723","86.723","86.723","210.641","210.641","210.641"
"5191.82803142","38.724","38.724","38.724","40.689","40.689","40.689","214.597","214.597","214.597","85.302","85.302","85.302"
"5205.551912221","30.44","30.44","30.44","46.284","46.284","46.284","165.268","165.268","165.268","238.112","238.112","238.112"
"5220.561836793","30.538","30.538","30.538","52.895","52.895","52.895","228.523","228.523","228.523","134.564","134.564","134.564"
"5235.548180778","38.627","38.627","38.627","37.918","37.918","37.918","93.71","93.71","93.71","187.744","187.744","187.744"
"5250.553020706","38.42","38.42","38.42","37.917","37.917","37.917","179.952","179.952","179.952","198.592","198.592","198.592"
"5265.55467473","38.822","38.822","38.822","38.112","38.112","38.112","99.08","99.08","99.08","231.755","231.755","231.755"
"5280.558858117","35.475","35.475","35.475","38.015","38.015","38.015","214.777","214.777","214.777","233.369","233.369","233.369"
"5295.553356784","47.779","47.779","47.779","40.972","40.972","40.972","199.253","199.253","199.253","210.741","210.741","210.741"
"5310.551029833","35.463","35.463","35.463","37.917","37.917","37.917","135.913","135.913","135.913","137.021","137.021","137.021"
"5325.553331571","37.639","37.639","37.639","39.109","39.109","39.109","106.871","106.871","106.871","93.033","93.033","93.033"
"5340.553086845","35.56","35.56","35.56","38.112","38.112","38.112","191.214","191.214","191.214","89.425","89.425","89.425"
"5355.5508962","35.661","35.661","35.661","37.82","37.82","37.82","239.865","239.865","239.865","75.467","75.467","75.467"
"5370.559040243","35.855","35.855","35.855","38.415","38.415","38.415","145.73","145.73","145.73","82.732","82.732","82.732"
"5385.674652589","35.545","35.545","35.545","38.112","38.112","38.112","163.107","163.107","163.107","266.328","266.328","266.328"
"5400.670751185","49.638","49.638","49.638","53.171","53.171","53.171","76.368","76.368","76.368","236.382","236.382","236.382"
"5415.711807014","36.84","36.84","36.84","41.577","41.577","41.577","96.785","96.785","96.785","235.412","235.412","235.412"
"5430.835227942","49.929","49.929","49.929","44.023","44.023","44.023","75.772","75.772","75.772","183.025","183.025","183.025"
"5445.840244101","46.486","46.486","46.486","46.187","46.187","46.187","139.74","139.74","139.74","232.195","232.195","232.195"
"5460.952038216","49.929","49.929","49.929","49.14","49.14","49.14","185.728","185.728","185.728","96.848","96.848","96.848"
"5476.004139588","50.123","50.123","50.123","53.655","53.655","53.655","104.622","104.622","104.622","209.847","209.847","209.847"
"5491.064611545","35.752","35.752","35.752","37.722","37.722","37.722","146.533","146.533","146.533","226.317","226.317","226.317"
"5506.124165782","44.225","44.225","44.225","36.544","36.544","36.544","200.502","200.502","200.502","183.421","183.421","183.421"
"5521.231042276","42.444","42.444","42.444","36.543","36.543","36.543","187.776","187.776","187.776","231.606","231.606","231.606"
"5536.349584175","44.133","44.133","44.133","36.544","36.544","36.544","89.581","89.581","89.581","108.681","108.681","108.681"
"5551.265279141","50.123","50.123","50.123","53.477","53.477","53.477","57.99","57.99","57.99","68.097","68.097","68.097"
"5566.314758786","49.929","49.929","49.929","39.588","39.588","39.588","170.409","170.409","170.409","153.674","153.674","153.674"
"5581.365915827","39.806","39.806","39.806","41.48","41.48","41.48","120.311","120.311","120.311","135.417","135.417","135.417"
"5596.354697623","48.557","48.557","48.557","41.361","41.361","41.361","135.071","135.071","135.071","91","91","91"
"5611.42207516","45.216","45.216","45.216","38.72","38.72","38.72","115.328","115.328","115.328","195.765","195.765","195.765"
"5626.350550101","49.924","49.924","49.924","38.915","38.915","38.915","200.054","200.054","200.054","243.95","243.95","243.95"
"5641.477545692","36.354","36.354","36.354","38.711","38.711","38.711","228.732","228.732","228.732","150.849","150.849","150.849"
"5656.547589027","37.436","37.436","37.436","40.581","40.581","40.581","170.58","170.58","170.58","211.175","211.175","211.175"
"5671.609748068","37.824","37.824","37.824","39.012","39.012","39.012","182.539","182.539","182.539","208.934","208.934","208.934"
"5686.77207937","38.627","38.627","38.627","41.383","41.383","41.383","108.204","108.204","108.204","121.234","121.234","121.234"
"5701.774291951","51.703","51.703","51.703","45.104","45.104","45.104","168.744","168.744","168.744","128.313","128.313","128.313"
"5716.833404009","36.451","36.451","36.451","38.623","38.623","38.623","101.205","101.205","101.205","164.459","164.459","164.459"
"5731.83911996","50.634","50.634","50.634","41.47","41.47","41.47","101.248","101.248","101.248","139.567","139.567","139.567"
"5745.552633841","30.636","30.636","30.636","51.023","51.023","51.023","264.363","264.363","264.363","59.882","59.882","59.882"
"5760.55229094","31.62","31.62","31.62","53.074","53.074","53.074","185.25","185.25","185.25","91.968","91.968","91.968"
"5775.547023535","35.849","35.849","35.849","41.567","41.567","41.567","69.363","69.363","69.363","115.152","115.152","115.152"
"5790.5537601","31.037","31.037","31.037","41.859","41.859","41.859","236.472","236.472","236.472","90.602","90.602","90.602"
"5805.544298641","39.988","39.988","39.988","44.218","44.218","44.218","97.047","97.047","97.047","156.582","156.582","156.582"
"5820.557490831","49.554","49.554","49.554","50.926","50.926","50.926","73.32","73.32","73.32","96.167","96.167","96.167"
"5835.551875293","50.026","50.026","50.026","52.977","52.977","52.977","140.042","140.042","140.042","161.585","161.585","161.585"
"5850.552454612","43.149","43.149","43.149","37.917","37.917","37.917","196.982","196.982","196.982","197.116","197.116","197.116"
"5865.546342393","35.365","35.365","35.365","41.674","41.674","41.674","73.356","73.356","73.356","121.391","121.391","121.391"
"5880.550128274","35.56","35.56","35.56","39.207","39.207","39.207","79.008","79.008","79.008","107.443","107.443","107.443"
"5895.551529124","37.533","37.533","37.533","37.917","37.917","37.917","79.602","79.602","79.602","136.37","136.37","136.37"
"5910.548619209","35.855","35.855","35.855","43.342","43.342","43.342","76.465","76.465","76.465","98.908","98.908","98.908"
"5925.550684444","38.323","38.323","38.323","43.841","43.841","43.841","219.704","219.704","219.704","239.947","239.947","239.947"
"5940.551115485","35.572","35.572","35.572","38.513","38.513","38.513","201.925","201.925","201.925","220.993","220.993","220.993"
"5955.543054392","49.942","49.942","49.942","52.105","52.105","52.105","379.753","379.753","379.753","61.248","61.248","61.248"
"5970.544079577","41.473","41.473","41.473","47.074","47.074","47.074","205.097","205.097","205.097","226.202","226.202","226.202"
"5985.546528111","49.632","49.632","49.632","42.844","42.844","42.844","243.471","243.471","243.471","60.385","60.385","60.385"
"6000.546669167","49.633","49.633","49.633","53.268","53.268","53.268","132.523","132.523","132.523","102.252","102.252","102.252"
"6015.551081083","49.924","49.924","49.924","46.479","46.479","46.479","84.722","84.722","84.722","99.911","99.911","99.911"
"6030.550947585","35.766","35.766","35.766","42.442","42.442","42.442","82.753","82.753","82.753","84.599","84.599","84.599"
"6045.549065037","49.633","49.633","49.633","53.365","53.365","53.365","223.32","223.32","223.32","254.133","254.133","254.133"
"6060.553196126","46.085","46.085","46.085","53.461","53.461","53.461","213.793","213.793","213.793","91.968","91.968","91.968"
"6075.549754445","43.533","43.533","43.533","38.209","38.209","38.209","66.372","66.372","66.372","71.163","71.163","71.163"
"6090.554608149","49.633","49.633","49.633","38.318","38.318","38.318","104.912","104.912","104.912","262.738","262.738","262.738"
"6105.568803059","41.065","41.065","41.065","51.898","51.898","51.898","232.145","232.145","232.145","223.743","223.743","223.743"
"6120.546396195","50.026","50.026","50.026","44.995","44.995","44.995","79.02","79.02","79.02","128.281","128.281","128.281"
"6135.550149976","38.621","38.621","38.621","53.587","53.587","53.587","156.069","156.069","156.069","168.937","168.937","168.937"
"6150.548233515","35.669","35.669","35.669","50.027","50.027","50.027","191.887","191.887","191.887","182.3","182.3","182.3"
"6165.552950443","49.633","49.633","49.633","51.009","51.009","51.009","91.833","91.833","91.833","182.197","182.197","182.197"
"6180.638981237","48.946","48.946","48.946","38.112","38.112","38.112","79.008","79.008","79.008","145.839","145.839","145.839"
"6195.551333976","49.73","49.73","49.73","38.006","38.006","38.006","127.476","127.476","127.476","183.273","183.273","183.273"
"6210.597009838","47.463","47.463","47.463","40.182","40.182","40.182","199.32","199.32","199.32","129.326","129.326","129.326"
"6225.715429919","42.45","42.45","42.45","40.182","40.182","40.182","111.494","111.494","111.494","91.955","91.955","91.955"
"6240.852706749","49.54","49.54","49.54","38.015","38.015","38.015","195.847","195.847","195.847","183.745","183.745","183.745"
"6256.132613645","36.071","36.071","36.071","41.665","41.665","41.665","226.81","226.81","226.81","80.191","80.191","80.191"
"6271.333856702","49.638","49.638","49.638","37.626","37.626","37.626","243.78","243.78","243.78","96.752","96.752","96.752"
"6286.599754639","38.627","38.627","38.627","47.462","47.462","47.462","108.651","108.651","108.651","245.155","245.155","245.155"
"6301.651692964","38.031","38.031","38.031","48.847","48.847","48.847","138.469","138.469","138.469","162.609","162.609","162.609"
"6316.767767967","37.532","37.532","37.532","49.236","49.236","49.236","123.63","123.63","123.63","131.635","131.635","131.635"
"6331.688740379","37.533","37.533","37.533","38.015","38.015","38.015","182.39","182.39","182.39","139.226","139.226","139.226"
"6346.737152072","42.067","42.067","42.067","41.286","41.286","41.286","113.44","113.44","113.44","111.429","111.429","111.429"
"6361.697063992","37.347","37.347","37.347","38.623","38.623","38.623","191.117","191.117","191.117","226.653","226.653","226.653"
"6376.811191924","38.614","38.614","38.614","38.623","38.623","38.623","177.986","177.986","177.986","140.353","140.353","140.353"
"6391.764019911","38.028","38.028","38.028","44.315","44.315","44.315","129.833","129.833","129.833","102.451","102.451","102.451"
"6406.763573676","35.863","35.863","35.863","43.352","43.352","43.352","56.218","56.218","56.218","62.004","62.004","62.004"
"6421.85554459","37.249","37.249","37.249","40.787","40.787","40.787","173.969","173.969","173.969","149.523","149.523","149.523"
"6435.5516086","30.234","30.234","30.234","52.783","52.783","52.783","86.824","86.824","86.824","145.853","145.853","145.853"
"6450.563610338","30.137","30.137","30.137","48.653","48.653","48.653","83.049","83.049","83.049","155.168","155.168","155.168"
"6465.555817527","30.538","30.538","30.538","44.618","44.618","44.618","201.158","201.158","201.158","138.083","138.083","138.083"
"6480.553978922","39.415","39.415","39.415","37.917","37.917","37.917","170.221","170.221","170.221","107.283","107.283","107.283"
"6495.555723646","30.643","30.643","30.643","52.895","52.895","52.895","167.191","167.191","167.191","111.975","111.975","111.975"
"6510.549759735","48.848","48.848","48.848","37.723","37.723","37.723","81.371","81.371","81.371","201.619","201.619","201.619"
"6525.556814456","46.296","46.296","46.296","43.342","43.342","43.342","160.805","160.805","160.805","101.367","101.367","101.367"
"6540.554345519","49.832","49.832","49.832","39.499","39.499","39.499","215.931","215.931","215.931","211.778","211.778","211.778"
"6555.552862971","35.56","35.56","35.56","53.462","53.462","53.462","213.417","213.417","213.417","146.988","146.988","146.988"
"6570.55465811","37.241","37.241","37.241","54.365","54.365","54.365","163.319","163.319","163.319","235.028","235.028","235.028"
"6585.551237849","51.892","51.892","51.892","48.75","48.75","48.75","93.407","93.407","93.407","132.495","132.495","132.495"
"6600.551469235","40.785","40.785","40.785","53.374","53.374","53.374","205.821","205.821","205.821","205.162","205.162","205.162"
"6615.548005873","42.95","42.95","42.95","52.284","52.284","52.284","186.326","186.326","186.326","150.952","150.952","150.952"
"6630.550378264","39.696","39.696","39.696","53.157","53.157","53.157","206.064","206.064","206.064","180.164","180.164","180.164"
"6645.546639045","47.56","47.56","47.56","38.112","38.112","38.112","107.576","107.576","107.576","85.096","85.096","85.096"
"6660.549938575","39.016","39.016","39.016","38.221","38.221","38.221","91.75","91.75","91.75","129.769","129.769","129.769"
"6675.545132074","36.354","36.354","36.354","38.221","38.221","38.221","174.165","174.165","174.165","227.122","227.122","227.122"
"6690.548014622","43.052","43.052","43.052","38.318","38.318","38.318","222.046","222.046","222.046","110.346","110.346","110.346"
"6705.630582744","49.73","49.73","49.73","43.525","43.525","43.525","180.757","180.757","180.757","117.485","117.485","117.485"
"6720.722122178","40.888","40.888","40.888","38.112","38.112","38.112","222.073","222.073","222.073","229.28","229.28","229.28"
"6735.910597554","43.231","43.231","43.231","53.864","53.864","53.864","149.695","149.695","149.695","105.753","105.753","105.753"
"6750.904160406","35.669","35.669","35.669","39.693","39.693","39.693","96.817","96.817","96.817","154.795","154.795","154.795"
"6766.061141134","35.669","35.669","35.669","41.276","41.276","41.276","134.544","134.544","134.544","104.318","104.318","104.318"
"6781.26516752","40.389","40.389","40.389","38.905","38.905","38.905","141.423","141.423","141.423","180.95","180.95","180.95"
"6796.334512877","47.463","47.463","47.463","41.189","41.189","41.189","211.834","211.834","211.834","201.728","201.728","201.728"
"6811.500955819","34.588","34.588","34.588","38.623","38.623","38.623","131.653","131.653","131.653","98.824","98.824","98.824"
