Starting fine-tuning....
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 186 | Num Epochs = 10 | Total steps = 460
O^O/ \_/ \    Batch size per device = 1 | Gradient accumulation steps = 4
\        /    Data Parallel GPUs = 1 | Total batch size (1 x 4 x 1) = 4
 "-____-"     Trainable parameters = 65,536,000/4,000,000,000 (1.64% trained)
  2%|███▏                                                                                                                                               | 10/460 [03:01<2:12:14, 17.63s/it]Unsloth: Not an error, but LlamaForCausalLM does not accept `num_items_in_batch`.
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 0.0223, 'grad_norm': 0.052382636815309525, 'learning_rate': 1.1780219780219781e-05, 'epoch': 4.11}
{'loss': 0.0303, 'grad_norm': 0.09132561832666397, 'learning_rate': 1.1736263736263738e-05, 'epoch': 4.13}
{'loss': 0.0286, 'grad_norm': 0.13118399679660797, 'learning_rate': 1.1692307692307694e-05, 'epoch': 4.15}
{'loss': 0.0291, 'grad_norm': 0.06335356831550598, 'learning_rate': 1.164835164835165e-05, 'epoch': 4.17}
{'loss': 0.0186, 'grad_norm': 0.06421146541833878, 'learning_rate': 1.1604395604395606e-05, 'epoch': 4.19}
{'loss': 0.0279, 'grad_norm': 0.07098010182380676, 'learning_rate': 1.156043956043956e-05, 'epoch': 4.22}
{'loss': 0.0114, 'grad_norm': 0.057953041046857834, 'learning_rate': 1.1516483516483516e-05, 'epoch': 4.24}
{'loss': 0.0351, 'grad_norm': 0.10496234893798828, 'learning_rate': 1.1472527472527473e-05, 'epoch': 4.26}
{'eval_loss': 0.03581639379262924, 'eval_runtime': 44.1002, 'eval_samples_per_second': 0.748, 'eval_steps_per_second': 0.748, 'epoch': 4.26}
{'loss': 0.0472, 'grad_norm': 0.14873407781124115, 'learning_rate': 1.1428571428571429e-05, 'epoch': 4.28}
{'loss': 0.0126, 'grad_norm': 0.058936409652233124, 'learning_rate': 1.1384615384615385e-05, 'epoch': 4.3}
{'loss': 0.0207, 'grad_norm': 0.05847606062889099, 'learning_rate': 1.134065934065934e-05, 'epoch': 4.32}
{'loss': 0.0206, 'grad_norm': 0.04330945014953613, 'learning_rate': 1.1296703296703298e-05, 'epoch': 4.34}
{'loss': 0.0492, 'grad_norm': 0.09053471684455872, 'learning_rate': 1.1252747252747254e-05, 'epoch': 4.37}
{'loss': 0.0164, 'grad_norm': 0.07943221926689148, 'learning_rate': 1.120879120879121e-05, 'epoch': 4.39}
{'loss': 0.0218, 'grad_norm': 0.07861196994781494, 'learning_rate': 1.1164835164835165e-05, 'epoch': 4.41}
{'loss': 0.028, 'grad_norm': 0.08273030817508698, 'learning_rate': 1.1120879120879123e-05, 'epoch': 4.43}
{'loss': 0.0144, 'grad_norm': 0.08646446466445923, 'learning_rate': 1.1076923076923079e-05, 'epoch': 4.45}
{'loss': 0.0173, 'grad_norm': 0.0726417750120163, 'learning_rate': 1.1032967032967035e-05, 'epoch': 4.47}
{'eval_loss': 0.03560091555118561, 'eval_runtime': 43.9367, 'eval_samples_per_second': 0.751, 'eval_steps_per_second': 0.751, 'epoch': 4.47}
{'loss': 0.0231, 'grad_norm': 0.08402559906244278, 'learning_rate': 1.098901098901099e-05, 'epoch': 4.49}
{'loss': 0.0153, 'grad_norm': 0.09845354408025742, 'learning_rate': 1.0945054945054948e-05, 'epoch': 4.52}
{'loss': 0.0067, 'grad_norm': 0.07354322075843811, 'learning_rate': 1.09010989010989e-05, 'epoch': 4.54}
{'loss': 0.0294, 'grad_norm': 0.08620060980319977, 'learning_rate': 1.0857142857142858e-05, 'epoch': 4.56}
{'loss': 0.0093, 'grad_norm': 0.048884276300668716, 'learning_rate': 1.0813186813186814e-05, 'epoch': 4.58}
{'loss': 0.0329, 'grad_norm': 0.11705168336629868, 'learning_rate': 1.076923076923077e-05, 'epoch': 4.6}
{'loss': 0.0262, 'grad_norm': 0.10341982543468475, 'learning_rate': 1.0725274725274725e-05, 'epoch': 4.62}
{'loss': 0.0161, 'grad_norm': 0.0687779039144516, 'learning_rate': 1.0681318681318683e-05, 'epoch': 4.65}
{'loss': 0.0138, 'grad_norm': 0.09362268447875977, 'learning_rate': 1.0637362637362638e-05, 'epoch': 4.67}
{'loss': 0.0325, 'grad_norm': 0.16747595369815826, 'learning_rate': 1.0593406593406594e-05, 'epoch': 4.69}
{'eval_loss': 0.03552349656820297, 'eval_runtime': 43.9209, 'eval_samples_per_second': 0.751, 'eval_steps_per_second': 0.751, 'epoch': 4.69}
{'loss': 0.0194, 'grad_norm': 0.05357794836163521, 'learning_rate': 1.054945054945055e-05, 'epoch': 4.71}
{'loss': 0.0122, 'grad_norm': 0.09424036741256714, 'learning_rate': 1.0505494505494507e-05, 'epoch': 4.73}
{'loss': 0.0226, 'grad_norm': 0.08542687445878983, 'learning_rate': 1.0461538461538463e-05, 'epoch': 4.75}
{'loss': 0.0272, 'grad_norm': 0.08579046279191971, 'learning_rate': 1.0417582417582419e-05, 'epoch': 4.77}
{'loss': 0.0341, 'grad_norm': 0.058104123920202255, 'learning_rate': 1.0373626373626375e-05, 'epoch': 4.8}
{'loss': 0.0191, 'grad_norm': 0.08784450590610504, 'learning_rate': 1.0329670329670332e-05, 'epoch': 4.82}
{'loss': 0.0611, 'grad_norm': 0.13904595375061035, 'learning_rate': 1.0285714285714285e-05, 'epoch': 4.84}
{'loss': 0.0307, 'grad_norm': 0.06957365572452545, 'learning_rate': 1.0241758241758242e-05, 'epoch': 4.86}
{'loss': 0.0147, 'grad_norm': 0.07880320399999619, 'learning_rate': 1.0197802197802198e-05, 'epoch': 4.88}
{'loss': 0.0265, 'grad_norm': 0.08181624114513397, 'learning_rate': 1.0153846153846154e-05, 'epoch': 4.9}
{'eval_loss': 0.03536655753850937, 'eval_runtime': 44.0287, 'eval_samples_per_second': 0.75, 'eval_steps_per_second': 0.75, 'epoch': 4.9}
{'loss': 0.0216, 'grad_norm': 0.07866597175598145, 'learning_rate': 1.010989010989011e-05, 'epoch': 4.92}
{'loss': 0.0404, 'grad_norm': 0.08393341302871704, 'learning_rate': 1.0065934065934067e-05, 'epoch': 4.95}
{'loss': 0.0337, 'grad_norm': 0.09832834452390671, 'learning_rate': 1.0021978021978023e-05, 'epoch': 4.97}
{'loss': 0.0089, 'grad_norm': 0.06705949455499649, 'learning_rate': 9.978021978021979e-06, 'epoch': 4.99}
{'loss': 0.0371, 'grad_norm': 0.10136979073286057, 'learning_rate': 9.934065934065935e-06, 'epoch': 5.0}
{'loss': 0.0182, 'grad_norm': 0.07314656674861908, 'learning_rate': 9.890109890109892e-06, 'epoch': 5.02}
{'loss': 0.019, 'grad_norm': 0.08494038134813309, 'learning_rate': 9.846153846153848e-06, 'epoch': 5.04}
{'loss': 0.023, 'grad_norm': 0.052333321422338486, 'learning_rate': 9.802197802197802e-06, 'epoch': 5.06}
{'loss': 0.035, 'grad_norm': 0.09478480368852615, 'learning_rate': 9.75824175824176e-06, 'epoch': 5.09}
{'loss': 0.0282, 'grad_norm': 0.10808712989091873, 'learning_rate': 9.714285714285715e-06, 'epoch': 5.11}
{'eval_loss': 0.03524022176861763, 'eval_runtime': 43.9779, 'eval_samples_per_second': 0.75, 'eval_steps_per_second': 0.75, 'epoch': 5.11}
{'loss': 0.0253, 'grad_norm': 0.07981690764427185, 'learning_rate': 9.670329670329671e-06, 'epoch': 5.13}
{'loss': 0.0112, 'grad_norm': 0.06435073912143707, 'learning_rate': 9.626373626373627e-06, 'epoch': 5.15}
{'loss': 0.0159, 'grad_norm': 0.09886492788791656, 'learning_rate': 9.582417582417584e-06, 'epoch': 5.17}
{'loss': 0.0036, 'grad_norm': 0.03006058558821678, 'learning_rate': 9.53846153846154e-06, 'epoch': 5.19}
{'loss': 0.0158, 'grad_norm': 0.052157264202833176, 'learning_rate': 9.494505494505494e-06, 'epoch': 5.22}
{'loss': 0.0507, 'grad_norm': 0.1330731064081192, 'learning_rate': 9.450549450549452e-06, 'epoch': 5.24}
{'loss': 0.0186, 'grad_norm': 0.09614247828722, 'learning_rate': 9.406593406593407e-06, 'epoch': 5.26}
{'loss': 0.0343, 'grad_norm': 0.08703474700450897, 'learning_rate': 9.362637362637363e-06, 'epoch': 5.28}
{'loss': 0.015, 'grad_norm': 0.07277458161115646, 'learning_rate': 9.318681318681319e-06, 'epoch': 5.3}
{'loss': 0.0232, 'grad_norm': 0.07815462350845337, 'learning_rate': 9.274725274725277e-06, 'epoch': 5.32}
{'eval_loss': 0.035413749516010284, 'eval_runtime': 43.9122, 'eval_samples_per_second': 0.751, 'eval_steps_per_second': 0.751, 'epoch': 5.32}
{'loss': 0.0085, 'grad_norm': 0.0587097704410553, 'learning_rate': 9.230769230769232e-06, 'epoch': 5.34}
{'loss': 0.0144, 'grad_norm': 0.061460696160793304, 'learning_rate': 9.186813186813186e-06, 'epoch': 5.37}
{'loss': 0.0209, 'grad_norm': 0.0932776927947998, 'learning_rate': 9.142857142857144e-06, 'epoch': 5.39}
{'loss': 0.0353, 'grad_norm': 0.09259504079818726, 'learning_rate': 9.0989010989011e-06, 'epoch': 5.41}
{'loss': 0.0438, 'grad_norm': 0.08696170151233673, 'learning_rate': 9.054945054945055e-06, 'epoch': 5.43}
{'loss': 0.0166, 'grad_norm': 0.03845026716589928, 'learning_rate': 9.010989010989011e-06, 'epoch': 5.45}
{'loss': 0.0502, 'grad_norm': 0.07781857997179031, 'learning_rate': 8.967032967032969e-06, 'epoch': 5.47}
{'loss': 0.0209, 'grad_norm': 0.07890624552965164, 'learning_rate': 8.923076923076925e-06, 'epoch': 5.49}
{'loss': 0.0282, 'grad_norm': 0.12154021859169006, 'learning_rate': 8.879120879120879e-06, 'epoch': 5.52}
{'loss': 0.0189, 'grad_norm': 0.07623599469661713, 'learning_rate': 8.835164835164836e-06, 'epoch': 5.54}
{'eval_loss': 0.03552974388003349, 'eval_runtime': 44.0556, 'eval_samples_per_second': 0.749, 'eval_steps_per_second': 0.749, 'epoch': 5.54}
{'loss': 0.028, 'grad_norm': 0.07098501175642014, 'learning_rate': 8.791208791208792e-06, 'epoch': 5.56}
{'loss': 0.0241, 'grad_norm': 0.09279561042785645, 'learning_rate': 8.747252747252748e-06, 'epoch': 5.58}
{'loss': 0.0403, 'grad_norm': 0.09509696811437607, 'learning_rate': 8.703296703296704e-06, 'epoch': 5.6}
{'loss': 0.0191, 'grad_norm': 0.08600272238254547, 'learning_rate': 8.659340659340661e-06, 'epoch': 5.62}
{'loss': 0.0499, 'grad_norm': 0.11583913117647171, 'learning_rate': 8.615384615384617e-06, 'epoch': 5.65}
{'loss': 0.022, 'grad_norm': 0.10310754179954529, 'learning_rate': 8.571428571428571e-06, 'epoch': 5.67}
{'loss': 0.015, 'grad_norm': 0.06586781144142151, 'learning_rate': 8.527472527472528e-06, 'epoch': 5.69}
{'loss': 0.0447, 'grad_norm': 0.09770140796899796, 'learning_rate': 8.483516483516484e-06, 'epoch': 5.71}
{'loss': 0.0278, 'grad_norm': 0.2003563940525055, 'learning_rate': 8.43956043956044e-06, 'epoch': 5.73}
{'loss': 0.0108, 'grad_norm': 0.0775119885802269, 'learning_rate': 8.395604395604396e-06, 'epoch': 5.75}
{'eval_loss': 0.03552312031388283, 'eval_runtime': 44.1543, 'eval_samples_per_second': 0.747, 'eval_steps_per_second': 0.747, 'epoch': 5.75}
{'loss': 0.0186, 'grad_norm': 0.09044238179922104, 'learning_rate': 8.351648351648353e-06, 'epoch': 5.77}
{'loss': 0.028, 'grad_norm': 0.11460837721824646, 'learning_rate': 8.307692307692309e-06, 'epoch': 5.8}
{'loss': 0.0157, 'grad_norm': 0.07388334721326828, 'learning_rate': 8.263736263736263e-06, 'epoch': 5.82}
{'loss': 0.0108, 'grad_norm': 0.09945971518754959, 'learning_rate': 8.21978021978022e-06, 'epoch': 5.84}
{'loss': 0.0081, 'grad_norm': 0.08834468573331833, 'learning_rate': 8.175824175824176e-06, 'epoch': 5.86}
{'loss': 0.0208, 'grad_norm': 0.09436462819576263, 'learning_rate': 8.131868131868132e-06, 'epoch': 5.88}
{'loss': 0.0171, 'grad_norm': 0.07661769539117813, 'learning_rate': 8.087912087912088e-06, 'epoch': 5.9}
{'loss': 0.0342, 'grad_norm': 0.07394537329673767, 'learning_rate': 8.043956043956046e-06, 'epoch': 5.92}
{'loss': 0.0284, 'grad_norm': 0.11337883025407791, 'learning_rate': 8.000000000000001e-06, 'epoch': 5.95}
{'loss': 0.0228, 'grad_norm': 0.06177973374724388, 'learning_rate': 7.956043956043955e-06, 'epoch': 5.97}
{'eval_loss': 0.03519384562969208, 'eval_runtime': 44.0369, 'eval_samples_per_second': 0.749, 'eval_steps_per_second': 0.749, 'epoch': 5.97}
{'loss': 0.0141, 'grad_norm': 0.10387567430734634, 'learning_rate': 7.912087912087913e-06, 'epoch': 5.99}
{'loss': 0.0086, 'grad_norm': 0.12824490666389465, 'learning_rate': 7.868131868131869e-06, 'epoch': 6.0}
{'loss': 0.0156, 'grad_norm': 0.05344504117965698, 'learning_rate': 7.824175824175825e-06, 'epoch': 6.02}
{'loss': 0.0154, 'grad_norm': 0.0854949876666069, 'learning_rate': 7.78021978021978e-06, 'epoch': 6.04}
{'loss': 0.0077, 'grad_norm': 0.058360688388347626, 'learning_rate': 7.736263736263738e-06, 'epoch': 6.06}
{'loss': 0.0117, 'grad_norm': 0.0811847597360611, 'learning_rate': 7.692307692307694e-06, 'epoch': 6.09}
{'loss': 0.0262, 'grad_norm': 0.10662543773651123, 'learning_rate': 7.648351648351648e-06, 'epoch': 6.11}
{'loss': 0.0051, 'grad_norm': 0.05140506103634834, 'learning_rate': 7.604395604395604e-06, 'epoch': 6.13}
{'loss': 0.0193, 'grad_norm': 0.07572294026613235, 'learning_rate': 7.560439560439561e-06, 'epoch': 6.15}
{'loss': 0.0166, 'grad_norm': 0.0820547565817833, 'learning_rate': 7.516483516483517e-06, 'epoch': 6.17}
{'eval_loss': 0.03529180586338043, 'eval_runtime': 44.0393, 'eval_samples_per_second': 0.749, 'eval_steps_per_second': 0.749, 'epoch': 6.17}
{'loss': 0.0224, 'grad_norm': 0.23616960644721985, 'learning_rate': 7.472527472527473e-06, 'epoch': 6.19}
{'loss': 0.0137, 'grad_norm': 0.0986766368150711, 'learning_rate': 7.428571428571429e-06, 'epoch': 6.22}
{'loss': 0.0129, 'grad_norm': 0.08082606643438339, 'learning_rate': 7.384615384615386e-06, 'epoch': 6.24}
{'loss': 0.022, 'grad_norm': 0.06850454211235046, 'learning_rate': 7.340659340659341e-06, 'epoch': 6.26}
{'loss': 0.0505, 'grad_norm': 0.10293442010879517, 'learning_rate': 7.296703296703297e-06, 'epoch': 6.28}
{'loss': 0.0072, 'grad_norm': 0.06384202092885971, 'learning_rate': 7.252747252747253e-06, 'epoch': 6.3}
{'loss': 0.0055, 'grad_norm': 0.07132340967655182, 'learning_rate': 7.208791208791209e-06, 'epoch': 6.32}
{'loss': 0.058, 'grad_norm': 0.10439974814653397, 'learning_rate': 7.164835164835166e-06, 'epoch': 6.34}
{'loss': 0.0243, 'grad_norm': 0.07384029030799866, 'learning_rate': 7.1208791208791215e-06, 'epoch': 6.37}
{'loss': 0.0505, 'grad_norm': 0.09508746862411499, 'learning_rate': 7.076923076923078e-06, 'epoch': 6.39}
{'eval_loss': 0.035528380423784256, 'eval_runtime': 43.9712, 'eval_samples_per_second': 0.75, 'eval_steps_per_second': 0.75, 'epoch': 6.39}
{'loss': 0.0257, 'grad_norm': 0.09667383879423141, 'learning_rate': 7.032967032967034e-06, 'epoch': 6.41}
{'loss': 0.0158, 'grad_norm': 0.08841016888618469, 'learning_rate': 6.989010989010989e-06, 'epoch': 6.43}
{'loss': 0.0073, 'grad_norm': 0.033104464411735535, 'learning_rate': 6.9450549450549455e-06, 'epoch': 6.45}
{'loss': 0.0237, 'grad_norm': 0.127013698220253, 'learning_rate': 6.901098901098901e-06, 'epoch': 6.47}
{'loss': 0.0137, 'grad_norm': 0.05171813815832138, 'learning_rate': 6.857142857142858e-06, 'epoch': 6.49}
{'loss': 0.0358, 'grad_norm': 0.09564215689897537, 'learning_rate': 6.813186813186814e-06, 'epoch': 6.52}
{'loss': 0.0287, 'grad_norm': 0.086837537586689, 'learning_rate': 6.76923076923077e-06, 'epoch': 6.54}
{'loss': 0.0168, 'grad_norm': 0.12426692992448807, 'learning_rate': 6.725274725274726e-06, 'epoch': 6.56}
{'loss': 0.0303, 'grad_norm': 0.08932436257600784, 'learning_rate': 6.681318681318681e-06, 'epoch': 6.58}
{'loss': 0.0127, 'grad_norm': 0.045655347406864166, 'learning_rate': 6.637362637362638e-06, 'epoch': 6.6}
{'eval_loss': 0.03562798723578453, 'eval_runtime': 43.9919, 'eval_samples_per_second': 0.75, 'eval_steps_per_second': 0.75, 'epoch': 6.6}
{'loss': 0.0194, 'grad_norm': 0.06858035922050476, 'learning_rate': 6.5934065934065935e-06, 'epoch': 6.62}
{'loss': 0.0253, 'grad_norm': 0.10723390430212021, 'learning_rate': 6.54945054945055e-06, 'epoch': 6.65}
{'loss': 0.0231, 'grad_norm': 0.11197010427713394, 'learning_rate': 6.505494505494506e-06, 'epoch': 6.67}
{'loss': 0.0233, 'grad_norm': 0.06530088931322098, 'learning_rate': 6.461538461538463e-06, 'epoch': 6.69}
{'loss': 0.0172, 'grad_norm': 0.08760350942611694, 'learning_rate': 6.417582417582418e-06, 'epoch': 6.71}
{'loss': 0.018, 'grad_norm': 0.09516049921512604, 'learning_rate': 6.373626373626373e-06, 'epoch': 6.73}
{'loss': 0.0109, 'grad_norm': 0.06763765960931778, 'learning_rate': 6.32967032967033e-06, 'epoch': 6.75}
{'loss': 0.0192, 'grad_norm': 0.05887817218899727, 'learning_rate': 6.285714285714286e-06, 'epoch': 6.77}
{'loss': 0.0345, 'grad_norm': 0.09764731675386429, 'learning_rate': 6.2417582417582424e-06, 'epoch': 6.8}
{'loss': 0.0166, 'grad_norm': 0.09822455048561096, 'learning_rate': 6.197802197802198e-06, 'epoch': 6.82}
{'eval_loss': 0.03563198819756508, 'eval_runtime': 44.0069, 'eval_samples_per_second': 0.75, 'eval_steps_per_second': 0.75, 'epoch': 6.82}
{'loss': 0.0133, 'grad_norm': 0.07457428425550461, 'learning_rate': 6.153846153846155e-06, 'epoch': 6.84}
{'loss': 0.0444, 'grad_norm': 0.10219521075487137, 'learning_rate': 6.109890109890111e-06, 'epoch': 6.86}
{'loss': 0.0087, 'grad_norm': 0.10082162171602249, 'learning_rate': 6.065934065934066e-06, 'epoch': 6.88}
{'loss': 0.0291, 'grad_norm': 0.09323175996541977, 'learning_rate': 6.021978021978022e-06, 'epoch': 6.9}
{'loss': 0.0278, 'grad_norm': 0.07915670424699783, 'learning_rate': 5.978021978021978e-06, 'epoch': 6.92}
{'loss': 0.0145, 'grad_norm': 0.050104983150959015, 'learning_rate': 5.934065934065935e-06, 'epoch': 6.95}
{'loss': 0.0384, 'grad_norm': 0.14184634387493134, 'learning_rate': 5.8901098901098905e-06, 'epoch': 6.97}
{'loss': 0.0264, 'grad_norm': 0.1185276210308075, 'learning_rate': 5.846153846153847e-06, 'epoch': 6.99}
{'loss': 0.0339, 'grad_norm': 0.17209792137145996, 'learning_rate': 5.802197802197803e-06, 'epoch': 7.0}
{'loss': 0.0194, 'grad_norm': 0.07727200537919998, 'learning_rate': 5.758241758241758e-06, 'epoch': 7.02}
{'eval_loss': 0.03577858954668045, 'eval_runtime': 44.5851, 'eval_samples_per_second': 0.74, 'eval_steps_per_second': 0.74, 'epoch': 7.02}
{'train_runtime': 7094.6523, 'train_samples_per_second': 0.262, 'train_steps_per_second': 0.065, 'train_loss': 0.04084930652611409, 'epoch': 7.02}
TrainOutput(global_step=330, training_loss=0.04084930652611409, metrics={'train_runtime': 7094.6523, 'train_samples_per_second': 0.262, 'train_steps_per_second': 0.065, 'total_flos': 7.740310986313114e+17, 'train_loss': 0.04084930652611409})
